"Hash","Subject","Date","Parents"
"40e509f1912eb1746dc33bbc4e449e441b05932c","Merge pull request #94 from gamertoky1188gro/codex/read-full-1.txt-file-uzsl7x","2026-04-20 00:35:53 +0600","756cc3b557e3469936b1207a21a144fbcd92ce98 c70bc60a805cd68dce3ae5e0de228a9617b698b9"
"3a8fceca1f3f6fe2820ffa81ca2b221f8782f269","fix verifier fallback score and stabilize e2e server startup","2026-04-20 00:48:13 +0600","fb758bf562d754bcd246c04a27dca1c25dce1df4"
"74f2135050e82e83cb18e78aebf665c0d9ada8d3","Merge branch 'main' into codex/read-full-1.txt-file-8l97as","2026-04-20 01:04:35 +0600","3a8fceca1f3f6fe2820ffa81ca2b221f8782f269 40e509f1912eb1746dc33bbc4e449e441b05932c"
"da0cb43ae701c07d91e576839e65621928087640","Merge pull request #96 from gamertoky1188gro/codex/read-full-1.txt-file-8l97as","2026-04-20 01:16:56 +0600","40e509f1912eb1746dc33bbc4e449e441b05932c 74f2135050e82e83cb18e78aebf665c0d9ada8d3"
"b3a3d1efedd71e725fe07a76c13a408417653b18","stabilize local quality scripts and make e2e opt-in","2026-04-20 01:37:04 +0600","fb758bf562d754bcd246c04a27dca1c25dce1df4"
"6954e4ec2bd486de27fa71484f92e1ab2148095b","f","2026-04-20 01:45:55 +0600","da0cb43ae701c07d91e576839e65621928087640 b3a3d1efedd71e725fe07a76c13a408417653b18"
"30cdb09c4bf5c3eb96b96fc67427c5b9bb96f68a","Refine admin security gate and add per-account setup codes","2026-04-20 18:35:44 +0600","6954e4ec2bd486de27fa71484f92e1ab2148095b"
"eef74e357bae4cf52190cc2667396539754a05b5","Merge pull request #98 from gamertoky1188gro/codex/remove-device-id-input-from-admin-dashboard","2026-04-20 18:37:43 +0600","6954e4ec2bd486de27fa71484f92e1ab2148095b 30cdb09c4bf5c3eb96b96fc67427c5b9bb96f68a"
"e447f60b5ce367b868c648cfbede5c1daba9b8ef","Fix communication policy upsert shape for Prisma schema","2026-04-20 19:16:32 +0600","6954e4ec2bd486de27fa71484f92e1ab2148095b"
"ee820ee46f43ead7095ae1d318211ee8bde0942f","Merge pull request #99 from gamertoky1188gro/codex/remove-device-id-input-from-admin-dashboard-9esi35","2026-04-20 19:16:54 +0600","eef74e357bae4cf52190cc2667396539754a05b5 e447f60b5ce367b868c648cfbede5c1daba9b8ef"
"a30e0e8ee470f3d6ef3a0f6029e2b2b570d25446","Allow passkey-authenticated admins to bypass device allowlist","2026-04-20 19:30:23 +0600","6954e4ec2bd486de27fa71484f92e1ab2148095b"
"4e547cdf7a0d99f464cb9f9468dc0d770004bcd2","Merge pull request #100 from gamertoky1188gro/codex/remove-device-id-input-from-admin-dashboard-9b0zvb","2026-04-20 19:31:05 +0600","ee820ee46f43ead7095ae1d318211ee8bde0942f a30e0e8ee470f3d6ef3a0f6029e2b2b570d25446"
"7128e946b6e7d3a1a454af2f5393ace1728071da","d","2026-04-22 19:31:53 +0600","4e547cdf7a0d99f464cb9f9468dc0d770004bcd2"
"c7320061b7d10b482845414fbeb0876e5307427c","meow","2026-04-23 02:00:51 +0600","7128e946b6e7d3a1a454af2f5393ace1728071da"
"d8f03c6aa23aacad7676a4b497b24d6ef022865e","Fixed","2026-04-24 17:09:00 +0600","c7320061b7d10b482845414fbeb0876e5307427c"
"6ea67674d01b5a1ad78a98b8cd04753b80329266","fix: resolve feedConfig initialization order in MainFeed","2026-04-24 17:51:34 +0600","d8f03c6aa23aacad7676a4b497b24d6ef022865e"
"4f655520dcd4cb7b8d296a15d49c8611f7a9a1f0","fix: allow admin role to bypass dual export approval","2026-04-24 18:16:16 +0600","6ea67674d01b5a1ad78a98b8cd04753b80329266"
"71ad36c57e99786e0171da3a35668af8ddfd4c7f","feat: add PDF export support with pdfkit","2026-04-24 18:48:18 +0600","4f655520dcd4cb7b8d296a15d49c8611f7a9a1f0"
"f2630b3876aac8bc16edf20c324673c8e02840cb","fix: full_system export now includes summary, config, users, audit","2026-04-24 19:11:41 +0600","71ad36c57e99786e0171da3a35668af8ddfd4c7f"
"e3b0a1472c4091f0d0cd3dc76a23b4b945a23298","feat: add responsive mobile sidebar with toggle","2026-04-24 19:35:11 +0600","f2630b3876aac8bc16edf20c324673c8e02840cb"
"6d70e658d5f76831034f233cdf83b8532b7863ef","fix: restore desktop layout - sidebar always visible","2026-04-24 19:47:43 +0600","e3b0a1472c4091f0d0cd3dc76a23b4b945a23298"
"a258eb3de779f98fc9cf73fd5e114838810e836e","fix: make sidebar fixed position so content doesn't overlap","2026-04-24 20:09:52 +0600","6d70e658d5f76831034f233cdf83b8532b7863ef"
"9f5b43069f7e4a9b16bed640f9174307ddd6dc6a","fix: add left padding to main content equal to sidebar width","2026-04-24 20:30:00 +0600","a258eb3de779f98fc9cf73fd5e114838810e836e"
"718b1006055c1ee06ca8f19acf5e8800b57712f7","feat: add mobile hamburger menu to toggle sidebar","2026-04-24 20:41:21 +0600","9f5b43069f7e4a9b16bed640f9174307ddd6dc6a"
"b8d12e715211897c5c517d116f4af7c66889c23d","fix: content fills space when sidebar collapsed on mobile","2026-04-24 20:52:45 +0600","718b1006055c1ee06ca8f19acf5e8800b57712f7"
"e45e724eff273ffef9907c30c27fb46ebe2a594a","fix: add proper colored borders to sidebar","2026-04-24 21:15:27 +0600","b8d12e715211897c5c517d116f4af7c66889c23d"
"44127b783ceea61282cc8748ba2d8a2624569e75","fix: remove duplicate Verification Queue, Dispute Radar, Audit Pulse, Admin Audit Log blocks","2026-04-24 21:54:41 +0600","e45e724eff273ffef9907c30c27fb46ebe2a594a"
"0260fac09fae92e7d01ff00948a1dd59c0fbfb5d","refactor: extract platform/infra/cms/ultra-security blocks to separate pages, fix JSX nesting, fix sidebar border","2026-04-24 23:51:27 +0600","44127b783ceea61282cc8748ba2d8a2624569e75"
"4625d42da75ad6185f9850a64bc4e406e31364fe","fix: restore AdminPanel.jsx to clean state before extraction","2026-04-25 00:53:24 +0600","0260fac09fae92e7d01ff00948a1dd59c0fbfb5d"
"9e3aaf5d09b1a1671cef9c5fa1f6e356e11afb8c","Fixed","2026-04-25 02:54:07 +0600","44127b783ceea61282cc8748ba2d8a2624569e75"
"c48508197f0d652f4befcaa6453e83c228a115c4","Merge branch 'main' of https://github.com/gamertoky1188gro/A-Peronson-s-Website","2026-04-25 02:54:47 +0600","9e3aaf5d09b1a1671cef9c5fa1f6e356e11afb8c 4625d42da75ad6185f9850a64bc4e406e31364fe"
"6b75ca58a40a3e55b237cc13b3c960237206d767","Fixed","2026-04-25 03:05:12 +0600","c48508197f0d652f4befcaa6453e83c228a115c4"
"c16cf8482982a6ed0a940405f3c7cc14d28fa70b","Fixed","2026-04-25 21:33:21 +0600","6b75ca58a40a3e55b237cc13b3c960237206d767"
"74ad3dba0cc87d6a543f584ab54fd548c9a6a518","meow","2026-04-25 22:57:33 +0600","c16cf8482982a6ed0a940405f3c7cc14d28fa70b"
"23cc2bc32c7c1cec1d45cbfeebd9b06df56edb80","Restore to 74ad3db with Aiven DB and render.yaml","2026-04-28 20:01:55 +0600","74ad3dba0cc87d6a543f584ab54fd548c9a6a518"
"47d90f39920c4cf8c3cf950ee7a7d574b5bdc595","meow","2026-04-28 20:12:08 +0600","23cc2bc32c7c1cec1d45cbfeebd9b06df56edb80"
"cf6f78555819538acae3bed5518d6328aaa8d07d","Force rebuild","2026-04-28 21:19:40 +0600","47d90f39920c4cf8c3cf950ee7a7d574b5bdc595"
"b867f4649a8e5bad1597b9a4ee8a57920f0a3c7d","Update render.yaml with version and autoDeployTrigger","2026-04-28 22:10:09 +0600","cf6f78555819538acae3bed5518d6328aaa8d07d"
"83ff7bc14851553b81480c42b1b9095f0edb03d9","Fix render.yaml build command format","2026-04-28 22:36:22 +0600","b867f4649a8e5bad1597b9a4ee8a57920f0a3c7d"
"e9d293cc233366b4c8f18b8fa69a5c49cf32b6dd","Move @vitejs/plugin-react to dependencies","2026-04-28 22:44:25 +0600","83ff7bc14851553b81480c42b1b9095f0edb03d9"
"385842742ebef87e1eac31174cc7c1017e0c55f0","Move babel-plugin-react-compiler to dependencies","2026-04-28 22:49:52 +0600","e9d293cc233366b4c8f18b8fa69a5c49cf32b6dd"
"d83a5daf6ea36233ae3ae66c5a4872b3fcae0425","Fix AppState create unique constraint error","2026-04-28 23:26:49 +0600","385842742ebef87e1eac31174cc7c1017e0c55f0"
"aa87058d59684e70816b481a9e7c410bdd0e33eb","Replace FeedManagement layout with new sky/cyan theme","2026-04-29 00:04:15 +0600","d83a5daf6ea36233ae3ae66c5a4872b3fcae0425"
"bc4ad22535ed7e22baf3ffc9e3e21a913917d535","Fix TypeScript syntax in FeedManagement","2026-04-29 00:15:59 +0600","aa87058d59684e70816b481a9e7c410bdd0e33eb"
"aff9df69e8e66f848cf402b03cc4cd4bb9ebf3b8","Fix asset paths for production with VITE_BASE_URL","2026-04-29 00:28:31 +0600","bc4ad22535ed7e22baf3ffc9e3e21a913917d535"
"be1da78841fbcf697bc991a6f9d1f9d386660c76","Fix token key - use jwt instead of token","2026-04-29 00:43:33 +0600","aff9df69e8e66f848cf402b03cc4cd4bb9ebf3b8"
"60d9a1f43910b11538cbe1f8d44a5789c766cdb0","Fix API paths - add /api prefix","2026-04-29 00:54:48 +0600","be1da78841fbcf697bc991a6f9d1f9d386660c76"
"bcab8ed6dea6619b78cd4650cce29fa553c0d5eb","Update SearchResults page with new sky/cyan theme layout","2026-04-29 01:29:29 +0600","60d9a1f43910b11538cbe1f8d44a5789c766cdb0"
"6950df37eccba6d5e4f8936984e24d334f6d21b4","Fix lint errors in SearchResults and Signup","2026-04-29 01:38:07 +0600","bcab8ed6dea6619b78cd4650cce29fa553c0d5eb"
"1e65396b8999f0c902336239c1b8563cd5574014","Fix runtime error in SearchResults","2026-04-29 10:17:19 +0600","6950df37eccba6d5e4f8936984e24d334f6d21b4"
"9be7010649c817f0f750a1434a78d29a2746e755","Fix executeSearch hoisting error with useRef","2026-04-29 10:20:37 +0600","1e65396b8999f0c902336239c1b8563cd5574014"
"0d154f1d79bb900e2f19ef748bdff253eac53c30","Fix executeSearch ref initialization order","2026-04-29 10:32:01 +0600","9be7010649c817f0f750a1434a78d29a2746e755"
"ba6e836fa734e1d8c47bc6a47e2667fe50179939","Make SearchResults dynamic - use API data for requests, companies, quota","2026-04-29 10:41:07 +0600","0d154f1d79bb900e2f19ef748bdff253eac53c30"
"c9d6f101f89a2a954e70fc2c09b6787489669ae5","Fix input focus loss - initialize query from URL properly","2026-04-29 10:50:01 +0600","ba6e836fa734e1d8c47bc6a47e2667fe50179939"
"ad1246e29dc065d87ccc6112b562c31af1989846","Fix input focus loss - remove onFocus handler that causes re-render","2026-04-29 10:54:37 +0600","c9d6f101f89a2a954e70fc2c09b6787489669ae5"
"914efdec1d63743191d5ef7ee81b239378b4d3c1","Make filter options dynamic - fetch from API with fallback defaults","2026-04-29 11:04:56 +0600","ad1246e29dc065d87ccc6112b562c31af1989846"
"d19225ef59e1b9bbcc27accf29376bb7b21508d8","Remove API paths from shortcuts panel","2026-04-29 11:14:29 +0600","914efdec1d63743191d5ef7ee81b239378b4d3c1"
"59675c193a46d211a0287511833dedd87a5fdc20","Update notifications page with new dark theme layout","2026-04-29 12:50:41 +0600","d19225ef59e1b9bbcc27accf29376bb7b21508d8"
"dfa436e6d36d0035cdfcb8d1a217a1aec38766ca","Make notifications page fully dynamic with API integration and new dark theme layout","2026-04-29 13:42:41 +0600","59675c193a46d211a0287511833dedd87a5fdc20"
"bab5134510e1f197c62d35c613fe238c40eb5f5b","Remove tab active indicator background","2026-04-29 14:08:52 +0600","dfa436e6d36d0035cdfcb8d1a217a1aec38766ca"
"a46130a0474974c23103eb3916418088bf4fb40c","Sync theme with localStorage and NavBar for consistent dark/light mode","2026-04-29 17:46:17 +0600","bab5134510e1f197c62d35c613fe238c40eb5f5b"
"cc880d2d4d309c9a91a51eb9311ab3b8912b94f6","Sync theme on mount to reflect NavBar changes in notification page","2026-04-29 17:51:41 +0600","a46130a0474974c23103eb3916418088bf4fb40c"
"146ea12d4f3913ccc2ba002033a89a28930284b9","Listen to storage events to sync theme changes from NavBar","2026-04-29 17:54:57 +0600","cc880d2d4d309c9a91a51eb9311ab3b8912b94f6"
"a5d2d21fe7e73aa17b279b58baaf933047c89829","Add theme-change custom event for cross-page theme sync","2026-04-29 17:58:24 +0600","146ea12d4f3913ccc2ba002033a89a28930284b9"
"29128a0cebcc21ac12d293372a6984f2b4109be0","Add polling interval to sync theme changes from NavBar in real-time","2026-04-29 18:04:15 +0600","a5d2d21fe7e73aa17b279b58baaf933047c89829"
"980588dbde4f807bc9f78fd2da818afa428370ea","Enhance OwnerDashboard with richer tab contents: buyer requests overview with links, contracts vault with quick actions, subscription with plan details and billing links, home tab with quick actions grid","2026-04-29 18:15:45 +0600","29128a0cebcc21ac12d293372a6984f2b4109be0"
"ae57a0e99ad127d2531dcdb76e6279ad8a64242e","Major UI upgrade: rich dashboard with stat cards, gradient quick action buttons, enhanced tabs for requests/chats/network, proper loading states","2026-04-29 18:22:46 +0600","980588dbde4f807bc9f78fd2da818afa428370ea"
"6be02765d3e758728a2354a32bdc4b02e47ad67a","Fix: add missing members tab content","2026-04-29 18:36:31 +0600","ae57a0e99ad127d2531dcdb76e6279ad8a64242e"
"fa694fb864d32c36cff5eed954c6d94dfd1d5724","meow","2026-04-30 00:08:41 +0600","6be02765d3e758728a2354a32bdc4b02e47ad67a"
"6cdc537977895478381d1471bea97247bde5df5c","Complete profile enhancements, search notifications, and task status updates","2026-04-30 19:18:39 +0600","fa694fb864d32c36cff5eed954c6d94dfd1d5724"
"469ec41e9d11e3b703b18400b5c031390146bbcc","meow","2026-04-30 19:47:25 +0600","6cdc537977895478381d1471bea97247bde5df5c"
"62b213f1d2948529c7cf2b99222fef4bf4b6fa00","docs","2026-04-30 22:00:20 +0600","469ec41e9d11e3b703b18400b5c031390146bbcc"
"bb22700366117211397657eb5e1c8323d5364e2b","Fixed","2026-04-30 22:07:24 +0600","62b213f1d2948529c7cf2b99222fef4bf4b6fa00"
"5d61c7c879a7f8b51e7678fed9882c0f4b957dae","Fixed","2026-04-30 22:38:55 +0600","bb22700366117211397657eb5e1c8323d5364e2b"
"8c7d07318bda2bb404758b3db3dd36f3412e5461","Fixed","2026-04-30 22:40:54 +0600","5d61c7c879a7f8b51e7678fed9882c0f4b957dae"
"ea1b896f599e56e2fe097963cc7e04ac2463dfb0","Fixed","2026-04-30 22:50:58 +0600","8c7d07318bda2bb404758b3db3dd36f3412e5461"
"08de2936dbd9b814794d095cc78203bfbf1364ad","Update codex-transcript-viewer submodule","2026-05-01 00:42:47 +0600","ea1b896f599e56e2fe097963cc7e04ac2463dfb0"
"f1bc9d32f9c745acb62b285780d6910afea4f5c6","Reset submodule to remote HEAD","2026-05-01 01:07:24 +0600","08de2936dbd9b814794d095cc78203bfbf1364ad"
"84975872e92848f9235a9dd28674ce0c0af988b4","Fix Liquid syntax errors in docs","2026-05-01 01:10:47 +0600","f1bc9d32f9c745acb62b285780d6910afea4f5c6"
"251d54214517995301a864432978c987c3480608","Fix OpenSearch Docker image version","2026-05-01 01:12:35 +0600","84975872e92848f9235a9dd28674ce0c0af988b4"
"3be230ebbf6eec4f003c5851fb6b8bc6a9810dd3","Update OpenSearch to v3","2026-05-01 01:13:54 +0600","251d54214517995301a864432978c987c3480608"
"d2a44402f56244c5291074c6b98c842fc95aba8d","Use latest tag for OpenSearch","2026-05-01 01:15:30 +0600","3be230ebbf6eec4f003c5851fb6b8bc6a9810dd3"
"a1142df6daba0f6786b291cd29f80107b95a1ee2","Use OpenSearch 2.19.5","2026-05-01 01:18:29 +0600","d2a44402f56244c5291074c6b98c842fc95aba8d"
"8f2bbf85f97eadfcd780d34286f5c474c1eca4c7","Revert OpenSearch to 2.x","2026-05-01 01:30:52 +0600","a1142df6daba0f6786b291cd29f80107b95a1ee2"
"5af2a2d4ce8f8405d13cdcc5d66a9fb46a5cdc51","Fix Docker options syntax in OpenSearch CI","2026-05-01 01:38:06 +0600","8f2bbf85f97eadfcd780d34286f5c474c1eca4c7"
"4c94bc8536025faea182ebf14b285dfa9b91cc9a","Add OpenSearch admin password","2026-05-01 01:40:01 +0600","5af2a2d4ce8f8405d13cdcc5d66a9fb46a5cdc51"
"625e6ea262dee446bbc49b8946aa49bfae5176f1","Use stronger OpenSearch password","2026-05-01 01:45:04 +0600","4c94bc8536025faea182ebf14b285dfa9b91cc9a"
"1b0b6439979f77fa4192aeb927d31bd6f36ea67d","Use stronger OpenSearch password","2026-05-01 01:49:52 +0600","625e6ea262dee446bbc49b8946aa49bfae5176f1"
"713b8c8c43fe5483de2c928238d64b8fe20e1538","Update OpenSearch password","2026-05-01 01:53:38 +0600","1b0b6439979f77fa4192aeb927d31bd6f36ea67d"
"ddfe2d500f76df745075793ccfe2a9ca98683a6d","Fix OpenSearch password validation","2026-05-01 01:58:24 +0600","713b8c8c43fe5483de2c928238d64b8fe20e1538"
"f24b100e47e0d215bf279279a0be4de748283410","Update OpenSearch password","2026-05-01 02:02:53 +0600","ddfe2d500f76df745075793ccfe2a9ca98683a6d"
"4e6e33ffdfb00d13e06b0113ee4ca01ba4785fbf","Update OpenSearch password","2026-05-01 02:07:51 +0600","f24b100e47e0d215bf279279a0be4de748283410"
"c70727d95094e48a13b273311ace59d7a14747e7","Add single-node discovery for OpenSearch","2026-05-01 02:14:01 +0600","4e6e33ffdfb00d13e06b0113ee4ca01ba4785fbf"
"d1774af130878eabc832ae44ab8f906f59d0a3c1","Fix OpenSearch health check to use HTTPS with SSL skip","2026-05-01 02:30:10 +0600","c70727d95094e48a13b273311ace59d7a14747e7"
"0cb483d3116958ea41e4df0fb363283e2d0b9179","Fix test failures and runtime errors","2026-05-01 11:32:19 +0600","d1774af130878eabc832ae44ab8f906f59d0a3c1"
"d658aa4f7e6c0e97f29616e0c4e4524f5a907079","Fix Liquid syntax errors in documentation","2026-05-01 11:48:32 +0600","0cb483d3116958ea41e4df0fb363283e2d0b9179"
"0701c38f919efbff3d79b3d069a87ea667b3e832","Fix CI workflow: use docker compose instead of docker-compose and Node.js 20","2026-05-01 11:55:06 +0600","d658aa4f7e6c0e97f29616e0c4e4524f5a907079"
"b23b3e5bec38851094e137ff6d4ed0824492aaff","Fix OpenSearch docker image version to 2 (latest 2.x)","2026-05-01 11:57:15 +0600","0701c38f919efbff3d79b3d069a87ea667b3e832"
"dfddfa1610cdbf78cef286fd408e8228bc7a4a2d","m","2026-05-01 11:57:57 +0600","b23b3e5bec38851094e137ff6d4ed0824492aaff"
"2e50126e789b568b971b15a4aa2a86f710b25d49","Fix OpenSearch 2.x config: add admin password for security","2026-05-01 12:07:40 +0600","dfddfa1610cdbf78cef286fd408e8228bc7a4a2d"
"f3a31e8acddde6db5c4c8bbfd9816fe3db246163","Update OpenSearch admin password","2026-05-01 12:16:05 +0600","2e50126e789b568b971b15a4aa2a86f710b25d49"
"5397cfccba00299174370dd8a30824db68f61501","meow","2026-05-01 14:20:41 +0600","f3a31e8acddde6db5c4c8bbfd9816fe3db246163"
"df2db338deb70ff2fc1a9d329dcf47092c04e65c","files added","2026-05-01 16:19:45 +0600","5397cfccba00299174370dd8a30824db68f61501"
"d73a2dd161c33e0aeeb7ac69dbb225db7f5997f0","meow","2026-05-02 21:55:17 +0600","df2db338deb70ff2fc1a9d329dcf47092c04e65c"
"33fb99c26802f33ff2adc408caf4df55527c0d62","Fixed","2026-05-04 19:31:55 +0600","d73a2dd161c33e0aeeb7ac69dbb225db7f5997f0"
"a16a0bb91ba40288e5f51b06d1c4ebf5bdff79bc","meow","2026-05-07 00:48:11 +0600","33fb99c26802f33ff2adc408caf4df55527c0d62"
"985af54923b63af0a20ec1e43b870b5e0d5d6f8b","meow","2026-05-07 00:52:59 +0600","a16a0bb91ba40288e5f51b06d1c4ebf5bdff79bc"
"7d705440c1c00634961a835ba7cbfd40817b8485","chore: rebuild dist assets","2026-05-07 20:13:33 +0600","985af54923b63af0a20ec1e43b870b5e0d5d6f8b"
"8c306dc146c0ae7f2599cf943cd1556fbe9b131b","meow","2026-05-09 01:56:25 +0600","7d705440c1c00634961a835ba7cbfd40817b8485"
"b3969b158e7fa70a37ff68e6a50eb701a8fcafdd","meow","2026-05-13 00:36:42 +0600","8c306dc146c0ae7f2599cf943cd1556fbe9b131b"
"b7c235237cd6d978295d3bb25539039450e067e0","meow","2026-05-13 20:02:51 +0600","b3969b158e7fa70a37ff68e6a50eb701a8fcafdd"
"7bda6f44d28593fc2d7b00ff0e22bf35f090a51b","fix: remove unused @eslint-react/eslint-plugin to resolve npm conflict","2026-05-13 20:23:07 +0600","b7c235237cd6d978295d3bb25539039450e067e0"
"7f4d10660fd9736b9a4d76095b1eebc820cb2a81","fix: add missing component imports","2026-05-13 20:46:38 +0600","7bda6f44d28593fc2d7b00ff0e22bf35f090a51b"
"9ebe93ffba3be697a2e13088217feb198b09323e","fix: use automatic JSX runtime to eliminate need for React imports","2026-05-13 21:19:44 +0600","7f4d10660fd9736b9a4d76095b1eebc820cb2a81"
"5a409e70967e8e9c9731e4e054f6736739b0e123","fix: use automatic JSX runtime to eliminate need for React imports","2026-05-13 22:30:23 +0600","9ebe93ffba3be697a2e13088217feb198b09323e"
"58dd8946f60e472bd8cd4dee6696e000363dfb53","fix: use automatic JSX runtime to eliminate need for React imports","2026-05-14 19:16:41 +0600","5a409e70967e8e9c9731e4e054f6736739b0e123"
"6d6775b564120f51f7d5b1368ede4855498f35a4","fix: use automatic JSX runtime to eliminate need for React imports","2026-05-17 23:57:11 +0600","58dd8946f60e472bd8cd4dee6696e000363dfb53"
"cedb430d1b5688ce7fe5dc7e98b09e4dd5506b3d","more","2026-05-19 20:37:31 +0600","6d6775b564120f51f7d5b1368ede4855498f35a4"
"d95192b051c311dd4b36fe6d987a225b626054c6","meow","2026-05-19 16:28:19 +0000","cedb430d1b5688ce7fe5dc7e98b09e4dd5506b3d"
"85abba6221560302cb44e9dc3b0ac52f9f41e857","2","2026-05-19 16:56:57 +0000","d95192b051c311dd4b36fe6d987a225b626054c6"
"1e6b419751a7bf277c13f4ee2809a51bedbdd259","meow","2026-05-20 23:00:02 +0600","85abba6221560302cb44e9dc3b0ac52f9f41e857"
"283fe7236a445dd4d9423121ae78fc88111a84b7","meow","2026-05-21 01:05:54 +0600","1e6b419751a7bf277c13f4ee2809a51bedbdd259"
"fce4c174536fe8f49cc61c877aca37489f893231","meow","2026-05-21 14:26:41 +0600","283fe7236a445dd4d9423121ae78fc88111a84b7"
"d0c84b888e83337f7af00a9df847a5c871fcf04d","lalal","2026-05-21 23:15:59 +0600","fce4c174536fe8f49cc61c877aca37489f893231"
"5cbf0e8fb126138d37a7880725237d06e635b6cf","lalal","2026-05-22 12:05:45 +0600","d0c84b888e83337f7af00a9df847a5c871fcf04d"
"c1fd48e18f086fd5f0e5c0e659ff55e84fcee5ae","lalal","2026-05-22 12:27:12 +0600","5cbf0e8fb126138d37a7880725237d06e635b6cf"
"0a49deb2ca7e816fc9fda57c86a1e5b1c51ca417","lalal","2026-05-22 12:43:52 +0600","c1fd48e18f086fd5f0e5c0e659ff55e84fcee5ae"
"e9d2615454722c4e9aa743b5cbe3e06a1f2d0084","lalal","2026-05-22 13:03:18 +0600","0a49deb2ca7e816fc9fda57c86a1e5b1c51ca417"
"563d75514ec186c186484fe51f7f8543c60dfe56","fix: make HARAM_DETECTION_DIR optional so server starts without it","2026-05-22 13:20:45 +0600","e9d2615454722c4e9aa743b5cbe3e06a1f2d0084"
"d28a5735a2bb3a2fb08ff1713181b1c1958cd67b","fix: lazy-eval AI paths to avoid crash when HARAM_DETECTION_DIR unset","2026-05-22 13:27:15 +0600","563d75514ec186c186484fe51f7f8543c60dfe56"
"7f4b4987c57a922a37fbd06c15e1f7a099a0d0a6","fix: add missing path and fs imports to server.js","2026-05-22 14:42:08 +0600","d28a5735a2bb3a2fb08ff1713181b1c1958cd67b"
"80c97621610d5c37dc85d8fe66d01669a1770208","feat: add opencode-ai CLI binary for smart assistant","2026-05-22 16:49:53 +0600","7f4b4987c57a922a37fbd06c15e1f7a099a0d0a6"
"24235fbd667abcbfdf363c14156348123adec628","fix: bump opencode-ai to ^1.15.5","2026-05-22 16:50:24 +0600","80c97621610d5c37dc85d8fe66d01669a1770208"
"c5674c829982f4a58fb603866678d4ee5c2a8585","fix: change opencode model to deepseek-v4-flash-free","2026-05-22 17:22:05 +0600","24235fbd667abcbfdf363c14156348123adec628"
"4b2eb135d2d235a00a5630b89c8fcc1e765e1d13","fix: configure Helmet CSP to allow inline scripts and WebSocket","2026-05-22 17:42:38 +0600","c5674c829982f4a58fb603866678d4ee5c2a8585"
"9dc4cfc5aaa1d614a1ed72bcca82d6b0a9d23369","fix: allow Google Fonts in CSP, dynamic WS origin check","2026-05-22 18:40:23 +0600","4b2eb135d2d235a00a5630b89c8fcc1e765e1d13"
"14bae7d57006e7194d996cb94f6ebb8b288261c5","fix: set opencode as only AI provider, no fallback","2026-05-22 18:59:26 +0600","9dc4cfc5aaa1d614a1ed72bcca82d6b0a9d23369"
"8bb6582341266727f4462fcd79f2766eb43266dd","fix: correct model to deepseek-v4-flash","2026-05-22 19:11:21 +0600","14bae7d57006e7194d996cb94f6ebb8b288261c5"
"90e3d95da61439008cff7ec840e4636dd0412c0d","fix: pass model config when starting opencode server","2026-05-22 19:21:08 +0600","8bb6582341266727f4462fcd79f2766eb43266dd"
"8bd230c1ecc73c88699b7f9ddc96e6f79f55bfeb","fix: capture opencode server stderr and full error details","2026-05-22 19:31:07 +0600","90e3d95da61439008cff7ec840e4636dd0412c0d"
"847f2df5a674d19842c10038d0725af631098836","fix: add opencode server object debug logging and DEBUG log level","2026-05-22 19:42:30 +0600","8bd230c1ecc73c88699b7f9ddc96e6f79f55bfeb"
"a18544e5b0720b6fbb645cce2283974a0f656801","fix: set OPENCODE_MODEL env var to override server model config","2026-05-22 19:43:10 +0600","847f2df5a674d19842c10038d0725af631098836"
"8672fcb6b897699d5148aa2bec023b78f6149e78","fix: lowercase debug for SDK logLevel","2026-05-22 19:45:46 +0600","a18544e5b0720b6fbb645cce2283974a0f656801"
"1cf27d5254469bcafaabd5ae8bd1d95f1370c279","fix: add missing path/fs imports, remove broken config from createOpencode","2026-05-22 20:03:41 +0600","8672fcb6b897699d5148aa2bec023b78f6149e78"
"3245ed576e72d5d2659b69333d6a1e810f4b601e","fix: add PG connection_limit=3, OPENCODE_LOG_LEVEL=DEBUG","2026-05-22 21:09:52 +0600","1cf27d5254469bcafaabd5ae8bd1d95f1370c279"
"8bfe21a28aca957a783e024f9719e957d02260fb","refactor: use opencode serve subprocess to capture internal logs","2026-05-22 21:38:52 +0600","3245ed576e72d5d2659b69333d6a1e810f4b601e"
"cb2de9324826f3f19d42aac973ba553bde939d54","fix: create guest session before prompting to avoid UnknownError","2026-05-22 22:36:48 +0600","8bfe21a28aca957a783e024f9719e957d02260fb"
"1c6a7af724cb3840febc534f9fe8ca2ec9f49ccb","fix: guest session title","2026-05-22 22:37:08 +0600","cb2de9324826f3f19d42aac973ba553bde939d54"
"51321c8effb1941a0f6021f4396b510bc0c583e6","fix: extract text from response.data.parts instead of info.parts","2026-05-23 18:00:31 +0600","1c6a7af724cb3840febc534f9fe8ca2ec9f49ccb"
"1805a4f2b781e3dc1794b7f00647ab1d21b71c34","fix: unescape HTML entities in AI responses","2026-05-23 18:41:15 +0600","51321c8effb1941a0f6021f4396b510bc0c583e6"
"5e9af2e2c850cfb95d62f774cf97b468daf0ffec","style: redesign FloatingAssistant with app theme (glassmorphism, sky-cyan gradient, dark mode)","2026-05-23 18:53:03 +0600","1805a4f2b781e3dc1794b7f00647ab1d21b71c34"
